alcohol,appellation,bottle size,category,date published,designation,importer,price,taster,url,user avg rating,variety,wine_desc,wine_name,wine_points,winery
14.2%,"Sonoma County, Sonoma, California, US",750 ml,Rose,9/1/2017,Vin Gris of,,"$23,  Buy Now",Virginie Boone,http://www.winemag.com/buying-guide/spell-2016-vin-gris-of-pinot-noir-sonoma-county,Not rated yet [Add Your Review],Pinot Noir,"From a bleed of Pinot Noir that is fermented in stainless steel and then aged in both neutral French oak and stainless steel, this dry wine tastes of cherry, plum and crisp apple. Meaty in weight and body, it makes a nice companion for the table.",Spell 2016 Vin Gris of Pinot Noir (Sonoma County),88.0,Spell
14.5%,"Napa Valley, Napa, California, US",750 ml,White,9/1/2017,Karia,,"$34,  Buy Now",Virginie Boone,http://www.winemag.com/buying-guide/stags-leap-wine-cellars-2015-karia-chardonnay-napa-valley,Not rated yet [Add Your Review],Chardonnay,"Full bodied and fleshy, this is an approachable wine, richly concentrated in candied-peach flavor that pleases and finds a balance between power and grace.",Stag's Leap Wine Cellars 2015 Karia Chardonnay (Napa Valley),88.0,Stag's Leap Wine Cellars
13.5%,"California, California Other, California, US",750 ml,Rose,9/1/2017,Vintner's Collection,,"$14,  Buy Now",Jim Gordon,http://www.winemag.com/buying-guide/sterling-2016-vintners-collection-rose-california,Not rated yet [Add Your Review],Rosé,"A rich pink color and tangy, concentrated raspberry and strawberry flavors make this wine more substantial than the norm. It finishes with a candied fruit note and a touch of perceived sweetness.",Sterling 2016 Vintner's Collection Rosé (California),88.0,Sterling
15.2%,"Santa Lucia Highlands, Central Coast, California, US",750 ml,White,9/1/2017,Logan Sleepy Hollow Vineyard,,"$28,  Buy Now",Matt Kettmann,http://www.winemag.com/buying-guide/talbott-2015-logan-sleepy-hollow-vineyard-chardonnay-santa-lucia-highlands,Not rated yet [Add Your Review],Chardonnay,"Quite yellow in the glass, this bottling shows cohesive and familiar aromas of buttered toast, jasmine, orange marmalade, sandalwood and smoke on the nose. The palate packs lemon and butter together with walnut oil, proving quite rich and even heavy at times.",Talbott 2015 Logan Sleepy Hollow Vineyard Chardonnay (Santa Lucia Highlands),88.0,Talbott
13.8%,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red,9/1/2017,Dionysus Vineyard,,"$34,  Buy Now",Sean P. Sullivan,http://www.winemag.com/buying-guide/tempus-cellars-2013-dionysus-vineyard-cabernet-sauvignon-columbia-valley-wa,Not rated yet [Add Your Review],Cabernet Sauvignon,"This wine all comes from Block 18 at this esteemed vineyard. The aromas bring a medley of herbs along with graphite, licorice and black cherry. The palate is medium bodied, but pulls up a bit short on the finish.",Tempus Cellars 2013 Dionysus Vineyard Cabernet Sauvignon (Columbia Valley (WA)),88.0,Tempus Cellars
12.5%,"Rías Baixas, Galicia, Spain",750 ml,White,9/1/2017,O Rosal Black Label,"Hidalgo Imports, LLC","$45,  Buy Now",Michael Schachner,http://www.winemag.com/buying-guide/terras-gauda-2015-o-rosal-black-label-white-rias-baixas,Not rated yet [Add Your Review],White Blend,"Mature, oily aromas of melon and sweet potato lack vivacity. This blend of Albariño, Caiño Blanco and Loureiro feels mature, with lightly oxidized stone-fruit flavors. A plump, dry-tasting finish indicates that it should be drunk right away.",Terras Gauda 2015 O Rosal Black Label White (Rías Baixas),88.0,Terras Gauda
12.5%,"Vino da Tavola, Italy Other, Italy",750 ml,White,9/1/2017,Ciuri,Domaine Select Wine & Spirits,"$19,  Buy Now",Kerin O’Keefe,http://www.winemag.com/buying-guide/terrazze-delletna-2013-ciuri-nerello-mascalese-vino-da-tavola,Not rated yet [Add Your Review],"Nerello Mascalese, Italian Red","Aromas of Spanish broom, pear and white currant lead the nose. Made with the red grape Nerello Mascalese but vinified as a white wine, the tangy palate offers yellow apple, lemon zest and Mediterranean herb alongside bright acidity. A mineral note fills in the finish.",Terrazze dell'Etna 2013 Ciuri Nerello Mascalese (Vino da Tavola),88.0,Terrazze dell'Etna
14.5%,"Barolo, Piedmont, Italy",750 ml,Red,9/1/2017,Sarmassa,"Ionia Atlantic Imports, LLC","$75,  Buy Now",Kerin O’Keefe,http://www.winemag.com/buying-guide/virna-borgogno-2013-sarmassa-barolo,Not rated yet [Add Your Review],Nebbiolo,"Aromas of prune, pressed purple flower and powdered sage lift out of the glass along with a suggestion of rubber. The palate is ripe and full bodied, offering raisin, dried black cherry and a hint of exotic spice. Close-grained tannins give it a grippy finish.",Virna Borgogno 2013 Sarmassa  (Barolo),88.0,Virna Borgogno
13.5%,"Santa Cruz Mountains, Central Coast, California, US",750 ml,Red,9/1/2017,Lester Family Vineyards,,"$55,  Buy Now",Matt Kettmann,http://www.winemag.com/buying-guide/waxwing-2015-lester-family-vineyards-pinot-noir-santa-cruz-mountains,Not rated yet [Add Your Review],Pinot Noir,"This very underripe expression of Pinot Noir will win hardcore fans of that style. Tart raspberry meets with green peppercorns, underbrush and Kalamata olives on the nose. The palate is also full of olives, from Kalamata to green, with damp sagebrush, forest floor and more green-peppercorn flavors.",Waxwing 2015 Lester Family Vineyards Pinot Noir (Santa Cruz Mountains),88.0,Waxwing
13.5%,"Anderson Valley, Mendocino/Lake Counties, California, US",750 ml,White,9/1/2017,,,"$40,  Buy Now",Jim Gordon,http://www.winemag.com/buying-guide/windracer-2014-chardonnay-anderson-valley,Not rated yet [Add Your Review],Chardonnay,"Vivid aromas of toasted bread, butter and white pepper lead to more oak-related notes on the palate, where flavors reminiscent of vanilla and nutmeg are backed by light lemon and apple notes. This bold, dry wine offers plenty of oaky character.",WindRacer 2014 Chardonnay (Anderson Valley),88.0,WindRacer
12.5%,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Rose,9/1/2017,,,"$12,  Buy Now",Sean P. Sullivan,http://www.winemag.com/buying-guide/14-hands-2016-rose-columbia-valley-wa,Not rated yet [Add Your Review],Rosé,"A pale-pink color, this Syrah rosé brings aromas that start out a bit reduced. This is followed by notes of strawberry, apple, melon and herb. It drinks a hair off dry, with plentiful strawberry and cherry flavors. What it lacks in complexity it makes up for with easy-drinking appeal.",14 Hands 2016 Rosé (Columbia Valley (WA)),88.0,14 Hands
12.5%,"Peloponnese, Greece",750 ml,White,9/1/2017,Demestica White,"Stellar Importing Company, LLC","$13,  Buy Now",Susan Kostrzewa,http://www.winemag.com/buying-guide/achaia-clauss-2015-demestica-white-moschofilero-peloponnese,Not rated yet [Add Your Review],"Moschofilero, Greek White","Honey, lemon and an herbal spin on the nose give this wine a distinctive start. Flavors of clean, zesty citrus and a spin of ripe melon add to the elegance. Easy to drink but elegant.",Achaia Clauss 2015 Demestica White Moschofilero (Peloponnese),88.0,Achaia Clauss
15.2%,"Calistoga, Napa, California, US",750 ml,Red,9/1/2017,Pocai Vineyard Estate Grown,,"$50,  Buy Now",Virginie Boone,http://www.winemag.com/buying-guide/ballentine-2014-pocai-vineyard-estate-grown-cabernet-franc-calistoga,Not rated yet [Add Your Review],Cabernet Franc,"Bright cherry and vanilla ride a smooth, round and robust body of weight and concentration in this tannic wine that finishes with a strong taste of coffee.",Ballentine 2014 Pocai Vineyard Estate Grown Cabernet Franc (Calistoga),88.0,Ballentine
15.4%,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red,9/1/2017,Dionysus Vineyard,,"$39,  Buy Now",Sean P. Sullivan,http://www.winemag.com/buying-guide/barrister-2013-dionysus-vineyard-petit-verdot-columbia-valley-wa,Not rated yet [Add Your Review],Petit Verdot,"This wine was aged for 34 months in a mixture of French (85%) and American oak. Light aromas of dark fruit, vanilla and barrel spice lead to full-bodied slightly sharp-seeming fruit and barrel flavors supported by firm tannins. It shows a lot of warmth on the finish.",Barrister 2013 Dionysus Vineyard Petit Verdot (Columbia Valley (WA)),88.0,Barrister
14%,"Barolo, Piedmont, Italy",750 ml,Red,9/1/2017,Gabutti,"Matinicus Wines, LLC","$59,  Buy Now",Kerin O’Keefe,http://www.winemag.com/buying-guide/boasso-2013-gabutti-barolo,Not rated yet [Add Your Review],Nebbiolo,"Cellar floor, eucalyptus, powdered sage, coconut and a whiff of toast lead the nose. The palate is rather lean, offering sour cherry, pomegranate, clove and anise alongside fine-grained tannins and fresh acidity. Drink 2020–2023.",Boasso 2013 Gabutti  (Barolo),88.0,Boasso
17%,"Montilla-Moriles, Andalucia, Spain",750 ml,Port/Sherry,9/1/2017,Don PX Gran Reserva,Classical Wines,"$52,  Buy Now",Michael Schachner,http://www.winemag.com/buying-guide/bodegas-toro-albala-sl-1987-don-px-gran-reserva-pedro-ximenez-montilla-moriles,Not rated yet [Add Your Review],"Pedro Ximénez, Sherry","A black color with a gold rim and thick legs greasing up the glass are telling, meaning this is a heavyweight. Aromas are oddly floral, like violets mixed with pencil eraser. This is well into the syrupy realm, with flavors of Mexican spiced chocolate. A slightly off mix of caramel and peppery flavors closes this out.","Bodegas Toro Albala, SL 1987 Don PX Gran Reserva Pedro Ximénez (Montilla-Moriles)",88.0,"Bodegas Toro Albala, SL"
13.8%,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,White,9/1/2017,Conner Lee Vineyard,,"$42,  Buy Now",Sean P. Sullivan,http://www.winemag.com/buying-guide/buty-2015-conner-lee-vineyard-chardonnay-columbia-valley-wa,Not rated yet [Add Your Review],Chardonnay,"This wine is a bit reductive out of the gate, opening to reveal aromas of pear, peach, melon, lees and spice. The palate is creamy and textured in feel. If the aromas come together, it could move up a notch.",Buty 2015 Conner Lee Vineyard Chardonnay (Columbia Valley (WA)),88.0,Buty
14%,"Barolo, Piedmont, Italy",750 ml,Red,9/1/2017,,Monsieur Touton Selection Ltd,"$30,  Buy Now",Kerin O’Keefe,http://www.winemag.com/buying-guide/cantina-del-nebbiolo-2013-barolo,Not rated yet [Add Your Review],Nebbiolo,"Crushed mint, red berry and menthol aromas mix with an unusual scent suggesting paraffin. The aromas carry over to the straightforward linear palate together with sour cherry, thyme and clove alongside. Firm tannins and fresh acidity provide support.",Cantina del Nebbiolo 2013  Barolo,88.0,Cantina del Nebbiolo
12.5%,"Alta Langa, Piedmont, Italy",750 ml,Sparkling,9/1/2017,Cuvée Leonora,Vineyard Direct,"$24,  Buy Now",Kerin O’Keefe,http://www.winemag.com/buying-guide/cascina-bretta-rossa-2009-cuvee-leonora-sparkling-alta-langa,Not rated yet [Add Your Review],"Sparkling Blend, Sparkling","A blend of 70% Pinot Nero and 30% Chardonnay, this has aromas of ripe orchard fruit, citrus and a whiff of pastry dough. The bright palate delivers golden apple and toasted almond alongside small persistent bubbles and fresh acidity.",Cascina Bretta Rossa 2009 Cuvée Leonora Sparkling (Alta Langa),88.0,Cascina Bretta Rossa
15.5%,"Monferrato, Piedmont, Italy",750 ml,Red,9/1/2017,Uceline,Enoclassica Selection,"$29,  Buy Now",Kerin O’Keefe,http://www.winemag.com/buying-guide/cascina-castlet-2011-uceline-uvalino-monferrato,Not rated yet [Add Your Review],"Uvalino, Italian Red","Made entirely with rare native grape Uvalino, this opens with aromas that recall ripe black plum and vanilla. The dense robust palate delivers prune, clove and a dusting of cocoa alongside assertive tannins. Enjoy through 2018.",Cascina Castlet 2011 Uceline Uvalino (Monferrato),88.0,Cascina Castlet
88%,"Bordeaux, Bordeaux, France",750 ml,Red,9/1/2017,,Craft + Estate–The Winebow Group,"$14,  Buy Now",Roger Voss,http://www.winemag.com/buying-guide/chateau-de-fontenille-2015-bordeaux,Not rated yet [Add Your Review],Bordeaux-style Red Blend,Stéphane Defraine's wine is rich with dark black fruits. The tannins with spice and a firm core give this wine density. It is already powerful and concentrated. It will be ready from 2018.,Château de Fontenille 2015  Bordeaux,88.0,Château de Fontenille
13.5%,"Côtes de Bourg, Bordeaux, France",750 ml,Red,9/1/2017,Cuvée Prestige,Cheval Quancard,"$15,  Buy Now",Roger Voss,http://www.winemag.com/buying-guide/chateau-de-genibon-2015-cuvee-prestige-cotes-de-bourg,Not rated yet [Add Your Review],Bordeaux-style Red Blend,"This young wine is still showing the flavors of its 12 months of wood aging. As that integrates, it will become a ripe red-fruit and toast-flavored wine. The fruit has plenty of weight and concentration. This wine is rich with tannins and has the potential to age. Drink from 2019.",Château de Genibon 2015 Cuvée Prestige  (Côtes de Bourg),88.0,Château de Genibon
12.5%,"Cadillac Côtes de Bordeaux, Bordeaux, France",750 ml,Red,9/1/2017,,Cheval Quancard,"$16,  Buy Now",Roger Voss,http://www.winemag.com/buying-guide/chateau-de-sadran-2014-cadillac-cotes-de-bordeaux,Not rated yet [Add Your Review],Bordeaux-style Red Blend,"Partially wood aged, this is already an approachable wine. It has plenty of red-berry fruits that are lifted by acidity. The tannic character provides a great support to the attractive fruitiness. Drink from 2018.",Château de Sadran 2014  Cadillac Côtes de Bordeaux,88.0,Château de Sadran
12.5%,"Bordeaux, Bordeaux, France",750 ml,Red,9/1/2017,,Misa Imports,"$20,  Buy Now",Roger Voss,http://www.winemag.com/buying-guide/chateau-la-croix-blanche-2015-bordeaux,Not rated yet [Add Your Review],Bordeaux-style Red Blend,"This is finely balanced wine. It has poise and bright red fruits. Underneath that are both tannins and crisp acidity. The wine is never heavy—it's well structured, finishing with swathes of fruits. Drink from late 2017.",Château la Croix Blanche 2015  Bordeaux,88.0,Château la Croix Blanche
12.5%,"Bordeaux Supérieur, Bordeaux, France",750 ml,Red,9/1/2017,,Cheval Quancard,"$15,  Buy Now",Roger Voss,http://www.winemag.com/buying-guide/chateau-le-calvaire-2014-bordeaux-superieur,Not rated yet [Add Your Review],Bordeaux-style Red Blend,"Some wood aging gives this wine its rich character. The tannins, black-currant fruits and good proportion (36%) of Cabernet Sauvignon in the blend all contribute to the wine's structure and ripeness. Drink from 2018.",Château le Calvaire 2014  Bordeaux Supérieur,88.0,Château le Calvaire
14%,"Bordeaux Supérieur, Bordeaux, France",750 ml,Red,9/1/2017,Grand Vin,Total Wine & More,"$18,  Buy Now",Roger Voss,http://www.winemag.com/buying-guide/chateau-roques-mauriac-2015-grand-vin-bordeaux-superieur,Not rated yet [Add Your Review],Bordeaux-style Red Blend,"The wine is structured and firm with considerable wood flavors. It also has the fruit weight that will develop as the wine matures. Give this wine, with its potential, until 2019.",Château Roques Mauriac 2015 Grand Vin  (Bordeaux Supérieur),88.0,Château Roques Mauriac
13%,"Bordeaux Supérieur, Bordeaux, France",750 ml,Red,9/1/2017,,Private Reserve Fine Wines,"$15,  Buy Now",Roger Voss,http://www.winemag.com/buying-guide/chateau-saint-seurin-2015-bordeaux-superieur,Not rated yet [Add Your Review],Bordeaux-style Red Blend,"There is a caramel edge to this wine showing the wood-aging flavors. Luckily the fruit is all there as well, giving a balanced future to this structured wine. With plenty of tannins and juicy acidity combined, it will be a fine wine from 2019.",Château Saint Seurin 2015  Bordeaux Supérieur,88.0,Château Saint Seurin
,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,White,9/1/2017,,,"$10,  Buy Now",Sean P. Sullivan,http://www.winemag.com/buying-guide/chateau-ste-michelle-2016-pinot-gris-columbia-valley-wa,Not rated yet [Add Your Review],"Pinot Gris, Pinot Grigio/Gris","Aromas of melon, pear and candied apple lead to medium-bodied fleshy-feeling fruit flavors. It brings a pleasing sense of acidity—a delightful white.",Chateau Ste. Michelle 2016 Pinot Gris (Columbia Valley (WA)),88.0,Chateau Ste. Michelle
12.9%,"Anderson Valley, Mendocino/Lake Counties, California, US",750 ml,Red,9/1/2017,Broken Leg Vineyard,,"$52,  Buy Now",Jim Gordon,http://www.winemag.com/buying-guide/donkey-goat-2014-broken-leg-vineyard-pinot-noir-anderson-valley,Not rated yet [Add Your Review],Pinot Noir,"Lean fruit and herb flavors plus a tight, unpolished texture make this wine an acquired taste. But tart cherry, black tea and rhubarb components also make it complex and interesting. A very firm texture shows plenty of acidity and a healthy coating of tannin.",Donkey & Goat 2014 Broken Leg Vineyard Pinot Noir (Anderson Valley),88.0,Donkey & Goat
14.5%,"Dry Creek Valley, Sonoma, California, US",750 ml,Red,9/1/2017,,,"$26,  Buy Now",Virginie Boone,http://www.winemag.com/buying-guide/dry-creek-vineyard-2014-merlot-dry-creek-valley,Not rated yet [Add Your Review],Merlot,"Smoky oak and toast add to a soft, supple expression of the variety, full bodied and concentrated on the palate, with additional flavors of leather and dried herb. Black cherry contributes a welcome fruitiness complemented by chocolate.",Dry Creek Vineyard 2014 Merlot (Dry Creek Valley),88.0,Dry Creek Vineyard
14.3%,"Central Coast, Central Coast, California, US",750 ml,Red,9/1/2017,,,"$17,  Buy Now",Matt Kettmann,http://www.winemag.com/buying-guide/edna-valley-vineyard-2015-pinot-noir-central-coast,Not rated yet [Add Your Review],Pinot Noir,"This widely available and comparatively cheap bottling nabbed quality fruit to present aromas of black raspberry, dark cranberry, crushed graphite and chaparral. There is refreshing if slightly dried fruit on the palate, where blackberry paste is lifted by thyme, marjoram and turned-earth flavors.",Edna Valley Vineyard 2015 Pinot Noir (Central Coast),88.0,Edna Valley Vineyard
15%,"Santa Ynez Valley, Central Coast, California, US",750 ml,Red,9/1/2017,The Chairman Series,,"$42,  Buy Now",Matt Kettmann,http://www.winemag.com/buying-guide/firestone-2014-the-chairman-series-cabernet-sauvignon-santa-ynez-valley,Not rated yet [Add Your Review],Cabernet Sauvignon,"This is a very dry and dusty wine. That experience starts on the nose, where dried oregano, pencil shavings and bittersweet-chocolate aromas meet with restrained blackberry juice. The herbal wave carries into the sip, with marjoram, bay leaf and dill playing into slightly sour black-plum fruit.",Firestone 2014 The Chairman Series Cabernet Sauvignon (Santa Ynez Valley),88.0,Firestone
14.5%,"Sta. Rita Hills, Central Coast, California, US",750 ml,Red,9/1/2017,,,"$22,  Buy Now",Matt Kettmann,http://www.winemag.com/buying-guide/fog-theory-2014-pinot-noir-sta-rita-hills,Not rated yet [Add Your Review],Pinot Noir,"Hedonistic aromas of hot red-cherry pie with buttery crust show on the nose of this bottling along with more intellectual touches of thyme and graphite. There's a strong herbal front to the palate, with bay leaf, mint and more thyme sprinkled atop boysenberry fruit. It finishes with a bit of earthy dust.",Fog Theory 2014 Pinot Noir (Sta. Rita Hills),88.0,Fog Theory
